step,node,sig,state_0,state_1,state_2,state_3,state_d,tate_D,DEAD,true_count
1,2,0.01801449209780638,1,0,0,0,0,0,0,2.0,4.0E-4,1.25E-5
2,3,0.018028649532131676,0,1,0,1,0,0,0,3.0,6.0E-4,1.875E-5
3,3,0.018028649532131676,0,1,0,2,0,0,0,3.0,6.0E-4,1.875E-5
4,6,0.018071187398179714,0,0,1,2,0,0,0,6.0,0.0012,3.75E-5
5,7,0.018085388568252102,0,3,0,3,0,0,0,7.0,0.0014,4.375E-5
6,11,0.018142302872079484,0,1,2,4,0,0,0,11.0,0.0022,6.875E-5
7,16,0.01821369301532705,2,2,1,4,2,0,0,16.0,0.0032,1.0E-4
8,18,0.018242326208390502,0,5,1,6,2,0,0,18.0,0.0036,1.125E-4
9,25,0.018342890697743287,1,1,4,6,2,0,0,25.0,0.005,1.5625E-4
10,26,0.018357301393032658,2,6,0,6,6,0,0,26.0,0.0052,1.625E-4
11,32,0.01844399915403945,1,1,5,7,2,0,0,32.0,0.0064,2.0E-4
12,39,0.018545654404553365,6,2,1,10,3,0,0,39.0,0.0078,2.4375E-4
13,43,0.01860398971123524,1,7,1,10,8,0,0,43.0,0.0086,2.6875E-4
14,57,0.018809584323577502,6,4,6,8,5,1,1,58.0,0.0114,3.625E-4
15,68,0.018972684814071963,4,12,2,19,4,0,0,69.0,0.0136,4.3125E-4
16,82,0.01918227427453337,3,9,8,20,9,0,0,83.0,0.0164,5.1875E-4
17,100,0.019455084568193035,8,7,8,20,12,2,2,103.0,0.02,6.4375E-4
18,108,0.01957755093316125,7,14,2,28,14,1,1,112.0,0.0216,7.0E-4
19,121,0.019778171918782513,2,8,10,24,18,3,3,128.0,0.0242,8.0E-4
20,137,0.020027856829486535,9,9,7,23,17,5,5,149.0,0.0274,9.3125E-4
21,152,0.02026473925183515,8,16,5,25,22,3,3,167.0,0.0304,0.00104375
22,164,0.020456218796482538,8,15,9,31,15,4,4,183.0,0.0328,0.00114375
23,181,0.02073051704768766,9,11,12,28,27,3,3,203.0,0.0362,0.00126875
24,187,0.02082818520614131,9,15,7,34,21,8,8,217.0,0.0374,0.00135625
25,212,0.02124000557126503,10,8,13,32,28,1,1,243.0,0.0424,0.00151875
26,229,0.0215245827065959,16,19,6,38,20,5,5,264.0,0.0458,0.00165
27,249,0.0218641554988775,7,17,13,41,29,5,5,286.0,0.0498,0.0017875
28,271,0.022243735549249768,22,12,12,42,29,8,8,316.0,0.0542,0.001975
29,287,0.022523831170986053,11,29,7,53,35,6,6,337.0,0.0574,0.00210625
30,304,0.022825208081280593,15,14,11,53,42,6,6,360.0,0.0608,0.00225
31,320,0.023112452592047625,15,13,11,44,44,17,17,393.0,0.064,0.00245625
32,332,0.023330199154168053,14,30,8,50,38,13,13,417.0,0.0664,0.00260625
33,370,0.02403302083932337,21,17,23,53,37,13,13,464.0,0.074,0.0029
34,393,0.024468401528929252,24,35,9,75,39,7,7,493.0,0.0786,0.00308125
35,432,0.025224289615075567,7,27,26,66,57,7,7,536.0,0.0864,0.00335
36,471,0.02600290648269384,24,33,17,68,47,12,12,584.0,0.0942,0.00365
37,490,0.02639065936313438,11,46,14,73,64,15,15,613.0,0.098,0.00383125
38,525,0.02711971720176304,22,24,26,65,67,16,16,663.0,0.105,0.00414375
39,551,0.027673940665675186,28,38,19,70,63,22,22,707.0,0.1102,0.00441875
40,569,0.028064063894560388,20,39,22,88,63,25,25,749.0,0.1138,0.00468125
41,612,0.029017763419717527,23,31,29,76,89,12,12,802.0,0.1224,0.0050125
42,632,0.02947198836492979,32,36,22,89,59,31,31,849.0,0.1264,0.00530625
43,659,0.030096140842272922,16,41,19,100,86,20,20,893.0,0.1318,0.00558125
44,678,0.03054301759276516,21,34,25,83,87,29,29,938.0,0.1356,0.0058625
45,700,0.03106848415966741,20,37,20,90,77,28,28,985.0,0.14,0.00615625
46,721,0.03157822223444047,30,34,19,86,83,24,24,1027.0,0.1442,0.00641875
47,745,0.03217068842789593,38,25,23,84,83,26,26,1074.0,0.149,0.0067125
48,782,0.03310517854487507,32,35,20,93,82,19,19,1126.0,0.1564,0.0070375
49,799,0.03354327909937441,25,48,25,97,75,33,33,1170.0,0.1598,0.0073125
50,847,0.034810681087810796,29,36,31,104,90,17,17,1231.0,0.1694,0.00769375
51,867,0.03535228305400141,32,46,21,114,77,26,26,1275.0,0.1734,0.00796875
52,902,0.03631967573812891,28,33,27,101,110,21,21,1330.0,0.1804,0.0083125
53,917,0.036742027386420954,35,43,21,100,87,39,39,1381.0,0.1834,0.00863125
54,954,0.037804118399758106,24,41,29,111,89,26,26,1439.0,0.1908,0.00899375
55,988,0.03880605176497343,35,43,26,105,96,33,33,1498.0,0.1976,0.0093625
56,1023,0.03986404899627886,33,51,28,107,104,31,31,1559.0,0.2046,0.00974375
57,1051,0.04073029916319181,23,59,32,114,99,31,31,1607.0,0.2102,0.01004375
58,1093,0.04206354474996062,33,35,37,120,99,33,33,1668.0,0.2186,0.010425
59,1113,0.04271299666562383,34,56,24,109,124,39,39,1723.0,0.2226,0.01076875
60,1133,0.04337202197109371,29,45,36,112,109,49,49,1782.0,0.2266,0.0111375
61,1161,0.04431098276845663,36,50,28,112,126,41,41,1837.0,0.2322,0.01148125
62,1171,0.044651000650943955,30,54,31,118,116,47,47,1884.0,0.2342,0.011775
63,1198,0.04558151401063692,26,41,36,117,123,49,49,1941.0,0.2396,0.01213125
64,1207,0.0458957684800043,40,54,25,111,131,42,42,1983.0,0.2414,0.01239375
