step,node,sig,state_0,state_1,state_2,state_3,state_d,tate_D
1294,5040,0.5079993174032311,161,33,31,98,266,4469
1295,5031,0.5061996822488762,162,43,23,99,257,4456
1296,5017,0.503399947595636,160,42,29,103,247,4450
1297,5022,0.5043998864248515,147,39,35,102,251,4443
1298,4996,0.49920000068266596,160,50,23,120,235,4434
1299,5000,0.5,154,20,41,106,263,4412
1300,4969,0.4938003177511237,170,38,18,117,236,4421
1301,4957,0.4914008479743209,137,30,30,92,276,4404
1302,4939,0.48780242055422784,177,38,22,100,221,4399
1303,4941,0.4882021902213883,144,35,29,98,263,4370
1304,4936,0.4872027954698533,177,40,30,96,223,4375
1305,4951,0.4902012547298601,141,24,33,99,249,4390
1306,4924,0.4848046806803953,155,41,17,101,219,4418
1307,4929,0.4858038164860481,129,28,30,87,252,4398
1308,4911,0.4822075158592366,165,34,20,94,203,4413
1309,4894,0.4788126950416895,110,28,27,87,249,4410
1310,4886,0.4772157900028899,171,41,17,98,199,4368
1311,4902,0.48041003321440306,132,39,28,100,244,4343
1312,4902,0.48041003321440306,160,34,30,101,203,4374
1313,4899,0.47981098270717487,138,39,23,116,230,4356
1314,4912,0.48240726543382273,158,33,31,117,204,4356
1315,4903,0.4806097293199457,125,55,23,112,243,4354
1316,4940,0.48800230346928214,165,25,45,101,206,4361
1317,4939,0.48780242055422784,137,61,14,123,239,4366
1318,4967,0.4934003833012854,170,29,43,101,227,4369
1319,4971,0.4942002601353318,148,52,23,115,239,4390
1320,5002,0.5003999999146667,159,49,40,115,221,4387
1321,5006,0.5011999976960054,137,64,31,131,239,4400
1322,5051,0.5101985852914975,147,48,48,127,233,4403
1323,5074,0.5147956791249714,157,74,30,141,239,4410
1324,5107,0.5213869424423259,148,54,50,139,251,4432
1325,5128,0.5255776538100527,172,56,42,137,248,4452
1326,5154,0.5307611015572565,163,61,37,143,277,4447
1327,5173,0.5345448766027016,170,59,41,145,257,4482
1328,5181,0.5361368817662839,153,63,36,151,279,4491
1329,5209,0.5417028919553306,178,51,47,147,259,4499
1330,5227,0.5452756412159336,171,62,39,149,288,4500
1331,5238,0.5474567191668942,189,47,40,153,279,4519
1332,5242,0.5482493912654847,185,41,32,147,301,4532
1333,5219,0.5436883059368498,198,34,25,137,289,4559
1334,5199,0.5397161527786873,173,35,22,120,313,4556
1335,5158,0.5315579944494905,177,35,22,109,277,4579
1336,5151,0.5301633287015096,177,22,29,92,289,4549
1337,5119,0.5237820412465812,176,41,18,96,255,4565
1338,5109,0.5217861968529306,147,29,31,85,269,4558
1339,5089,0.5177924841407634,159,39,23,88,232,4568
1340,5091,0.5181919661671094,155,48,22,101,249,4514
1341,5085,0.5169934523609448,154,42,28,100,239,4528
1342,5087,0.5173929793688865,160,39,27,113,236,4510
1343,5077,0.5153951321617888,141,47,29,113,245,4512
1344,5077,0.5153951321617888,137,34,34,108,240,4524
1345,5069,0.513796496971383,173,45,22,112,240,4485
1346,5085,0.5169934523609448,159,23,35,106,255,4491
1347,5064,0.5127972045301465,145,51,17,111,237,4524
1348,5052,0.5103985004408406,128,48,28,113,245,4502
1349,5063,0.5125973335093291,145,40,40,105,226,4496
1350,5064,0.5127972045301465,152,53,29,115,235,4479
1351,5066,0.5131969342306847,131,42,37,115,239,4500
1352,5061,0.5121975794457722,144,51,30,132,212,4497
1353,5071,0.5141961835139519,140,49,28,133,248,4463
1354,5081,0.5161943336753005,159,37,33,143,213,4486
1355,5068,0.5135966470509216,137,41,19,148,247,4489
1356,5077,0.5153951321617888,150,39,32,118,239,4490
1357,5070,0.5139963424803272,131,44,29,128,221,4524
1358,5090,0.5179922280289649,148,48,36,119,233,4486
1359,5104,0.5207880097505367,140,49,33,125,233,4510
1360,5123,0.5245801699523414,153,48,32,118,240,4513
1361,5146,0.5291668491071758,156,44,37,116,235,4535
1362,5130,0.5259765906525575,146,57,25,130,238,4550
1363,5140,0.5279707673355735,142,40,41,112,261,4534
1364,5120,0.5239815849711045,163,47,26,127,228,4549
1365,5134,0.526774364350342,146,34,38,120,265,4517
1366,5130,0.5259765906525575,173,32,27,128,221,4553
1367,5118,0.5235824899290225,145,38,20,111,277,4539
1368,5108,0.5215865730950419,155,34,29,98,225,4577
1369,5088,0.5175927345661774,134,41,24,92,254,4563
1370,5093,0.5185914249385739,160,30,31,94,214,4559
1371,5076,0.5151953193196048,136,46,20,100,245,4546
1372,5077,0.5153951321617888,148,24,38,86,224,4556
1373,5063,0.5125973335093291,145,53,19,91,240,4529
1374,5081,0.5161943336753005,147,28,39,97,209,4543
1375,5080,0.515994540902702,140,50,23,106,221,4541
1376,5096,0.5191905683789575,137,40,37,108,218,4540
1377,5111,0.5221854234301587,150,48,31,111,225,4531
1378,5123,0.5245801699523414,144,44,35,123,218,4547
1379,5128,0.5255776538100527,148,46,26,141,222,4540
1380,5137,0.5273726051413388,137,47,32,137,233,4542
1381,5133,0.5265749335825418,137,46,33,138,230,4553
1382,5142,0.5283694976239229,154,32,30,137,231,4549
1383,5117,0.5233829310818551,126,37,18,136,240,4585
1384,5122,0.5243806493873868,161,25,28,97,240,4566
1385,5098,0.5195899667855971,135,40,16,104,226,4601
1386,5093,0.5185914249385739,129,27,31,97,219,4595
1387,5075,0.51499550161941,133,35,22,103,210,4590
1388,5058,0.5115979192533087,127,28,21,106,215,4578
1389,5046,0.5091989618899182,135,26,22,93,208,4574
1390,5027,0.5053997900577951,131,22,22,89,200,4582
1391,5011,0.5021999858027766,130,27,15,88,210,4557
1392,4996,0.49920000068266596,134,27,18,87,196,4549
1393,4984,0.4968000436899508,124,33,19,88,200,4532
1394,4981,0.4962000731609763,127,29,24,89,194,4521
1395,4975,0.4950001666600003,114,40,22,81,205,4519
1396,4968,0.4936003495024284,121,41,30,91,179,4513
1397,4976,0.4952001474505644,114,35,32,100,197,4490
1398,4970,0.49400028798341217,136,40,28,96,194,4482
1399,4969,0.4938003177511237,128,25,31,97,215,4474
1400,4945,0.48900177432315844,121,34,19,99,202,4494
1401,4942,0.48840208074669134,124,23,26,101,195,4476
1402,4925,0.4850044983805899,123,31,15,105,194,4474
1403,4918,0.48360587872885097,125,19,23,98,199,4461
1404,4895,0.4790123392934676,111,29,13,92,202,4471
1405,4870,0.47402340934744236,109,26,19,84,190,4467
1406,4863,0.47262739485866134,112,18,21,87,170,4462
1407,4840,0.46804361920235915,108,26,16,82,177,4454
1408,4832,0.4664504862148932,106,21,19,78,181,4435
1409,4818,0.46366416869523863,120,15,14,78,164,4441
1410,4795,0.4590916481776184,95,22,9,66,192,4434
1411,4773,0.45472435878406653,114,14,19,57,152,4439
1412,4770,0.4541293434458062,101,20,13,62,172,4405
1413,4758,0.4517506087345154,114,24,14,57,154,4407
1414,4753,0.4507601132334256,109,16,14,60,165,4394
1415,4738,0.44779099804685474,112,12,11,62,154,4402
1416,4717,0.4436405291903456,85,19,10,63,157,4404
1417,4704,0.44107509047133103,104,17,15,66,133,4382
1418,4698,0.4398920936368172,92,10,15,62,151,4374
1419,4677,0.43575706423282684,99,16,9,62,137,4375
1420,4678,0.43595377260819773,86,20,14,55,151,4351
1421,4663,0.433005297085542,96,32,13,59,128,4350
1422,4679,0.4361505011420873,79,17,28,58,147,4334
1423,4670,0.4343806750670185,101,42,13,70,129,4324
1424,4693,0.43890678369186464,88,17,36,75,142,4312
1425,4683,0.4369376156651794,96,39,14,88,141,4315
1426,4705,0.4412723220423236,97,16,33,80,156,4301
1427,4709,0.44206143305694656,121,38,15,97,139,4295
1428,4724,0.4450231741740973,99,28,27,95,175,4285
1429,4730,0.44620897705079815,121,36,18,96,157,4296
1430,4741,0.44838453026077435,119,28,24,99,172,4288
1431,4733,0.4468021090005535,123,20,21,107,163,4307
1432,4731,0.44640667076825247,117,23,15,96,191,4291
1433,4728,0.4458136407186497,137,17,19,88,165,4305
1434,4716,0.4434430792153772,115,20,11,91,183,4308
1435,4703,0.44087787749442486,121,24,11,95,165,4300
1436,4702,0.44068068317207504,107,26,19,89,177,4285
1437,4688,0.437921955194646,113,24,21,91,158,4295
1438,4703,0.44087787749442486,114,21,19,80,192,4262
1439,4688,0.437921955194646,122,36,14,80,164,4287
1440,4714,0.4430482329261372,110,24,29,74,189,4262
1441,4708,0.4418641277147721,126,43,16,91,153,4285
1442,4732,0.4466043814385358,107,19,31,85,194,4272
1443,4720,0.4442329857073724,135,47,11,103,160,4276
1444,4739,0.4479888256751024,100,21,41,80,204,4274
1445,4742,0.44858240709565234,146,45,17,98,158,4275
1446,4762,0.452543280833106,112,31,30,104,206,4259
1447,4761,0.4523450900802177,132,44,23,109,175,4279
1448,4785,0.4571056966513691,124,35,40,104,203,4255
1449,4798,0.45968769002713644,138,46,32,107,191,4271
1450,4824,0.4648580372233422,140,44,34,119,200,4261
1451,4849,0.4698366712984904,146,50,28,129,214,4257
1452,4881,0.4762179587534188,152,49,38,116,229,4265
1453,4907,0.4814085750614261,159,57,38,138,213,4276
1454,4945,0.48900177432315844,142,60,46,141,233,4285
1455,4986,0.4972000292689661,182,60,48,150,224,4281
1456,5034,0.5067995807883482,174,49,47,159,262,4295
1457,5038,0.5075994147527528,165,69,34,162,263,4341
1458,5064,0.5127972045301465,187,44,52,157,266,4332
1459,5078,0.5155949400822015,192,51,33,168,278,4342
1460,5096,0.5191905683789575,190,54,40,149,296,4349
1461,5122,0.5243806493873868,193,54,43,148,282,4376
1462,5141,0.5281701369726627,195,62,43,154,285,4383
1463,5162,0.532354726408728,190,57,46,162,288,4398
1464,5186,0.5371315131717037,189,62,42,169,288,4412
1465,5217,0.5432913321414784,189,58,48,157,305,4429
1466,5242,0.5482493912654847,206,66,42,159,296,4448
1467,5274,0.5545816270695793,210,56,50,163,303,4460
1468,5308,0.5612902207642568,191,73,44,158,319,4489
1469,5333,0.5662088976503826,218,76,49,181,292,4492
1470,5365,0.5724856953888094,196,57,54,181,332,4513
1471,5362,0.5718982034898707,200,64,42,197,296,4566
1472,5369,0.573268699736164,172,62,49,172,345,4562
1473,5371,0.5736600644892366,215,52,46,176,289,4591
1474,5361,0.5717023277151565,173,60,35,162,349,4592
1475,5366,0.5726814806842321,223,33,47,144,298,4616
1476,5356,0.5707226129253178,201,53,21,146,339,4606
1477,5335,0.5666018421512738,187,41,32,126,315,4655
1478,5312,0.5620780448053541,195,44,29,115,304,4648
1479,5301,0.5599107872632886,170,40,38,108,298,4658
1480,5298,0.559319316827925,182,51,31,116,271,4650
1481,5290,0.55774124330949,157,49,34,127,278,4653
1482,5300,0.5597136492671929,174,54,38,131,258,4635
1483,5294,0.5585304278530905,140,53,41,131,275,4660
1484,5307,0.5610932163081354,189,54,37,134,262,4618
1485,5306,0.5608961925940564,156,39,41,129,285,4657
1486,5302,0.5601079063631828,181,52,27,128,277,4641
1487,5294,0.5585304278530905,157,53,34,127,278,4653
1488,5273,0.554384001773962,153,53,31,128,277,4652
1489,5272,0.5541863592813504,150,36,43,117,266,4661
1490,5253,0.5504279657623083,150,72,25,119,267,4639
1491,5275,0.5547792351072146,149,38,58,107,259,4642
1492,5274,0.5545816270695793,164,72,25,133,259,4622
1493,5279,0.5555694934589508,151,39,49,116,276,4643
1494,5256,0.551021790457027,146,54,29,124,260,4666
1495,5263,0.5524068130566712,158,39,40,101,274,4644
1496,5271,0.5539886996527534,165,57,29,109,255,4648
1497,5276,0.5549768258259026,150,58,40,104,272,4647
1498,5271,0.5539886996527534,160,45,35,124,247,4665
1499,5257,0.5512196997898399,148,46,29,123,272,4653
1500,5247,0.5492398867665745,164,38,31,108,257,4659
1501,5226,0.5450772739484988,159,35,29,98,269,4657
1502,5207,0.5413056481440467,154,31,27,86,273,4655
1503,5181,0.5361368817662839,162,37,21,91,246,4650
1504,5167,0.5333504089077286,135,33,25,83,266,4639
1505,5139,0.5277713887758503,148,34,17,87,223,4658
1506,5126,0.5251786843138393,134,25,22,82,240,4636
1507,5093,0.5185914249385739,134,32,18,74,218,4650
1508,5079,0.5157947430170885,122,26,23,70,225,4627
1509,5046,0.5091989618899182,129,32,18,72,202,4626
1510,5022,0.5043998864248515,115,25,24,62,223,4597
1511,5001,0.5001999999893333,102,29,19,56,204,4612
1512,4986,0.4972000292689661,110,35,20,63,183,4590
1513,4971,0.4942002601353318,101,28,26,71,177,4583
1514,4964,0.4928004976227253,111,27,21,70,184,4558
1515,4929,0.4858038164860481,92,31,14,73,186,4568
1516,4918,0.48360587872885097,100,24,18,64,184,4539
1517,4898,0.47961131201988333,90,38,19,64,169,4538
1518,4908,0.4816083015084684,93,23,32,61,170,4519
1519,4897,0.47941164784612267,96,47,15,73,161,4516
1520,4901,0.480210343368026,94,33,30,76,172,4492
1521,4905,0.48100914005407436,107,40,24,85,163,4482
1522,4904,0.48080943162104256,94,37,28,82,187,4477
1523,4896,0.4792119902494633,108,30,24,78,177,4487
1524,4900,0.48001065984441826,110,29,25,68,195,4469
1525,4890,0.47801418634752707,115,43,15,76,179,4472
1526,4902,0.48041003321440306,106,21,31,66,185,4481
1527,4884,0.476816635231485,107,47,13,74,177,4484
1528,4886,0.4772157900028899,96,25,31,72,181,4479
1529,4876,0.47522031732934844,113,28,17,63,183,4482
1530,4869,0.4738239533296395,103,34,16,70,179,4474
1531,4846,0.46923889844274336,90,34,16,74,178,4477
1532,4840,0.46804361920235915,108,26,25,61,176,4450
1533,4820,0.4640620792755912,91,27,18,64,175,4465
1534,4813,0.46266959574642147,103,31,13,66,174,4433
1535,4797,0.4594889965114373,102,25,16,64,167,4439
1536,4796,0.4592903158741582,89,31,19,49,179,4430
1537,4784,0.4569071754113088,95,28,19,61,142,4451
1538,4784,0.4569071754113088,76,27,20,57,166,4438
1539,4769,0.45393103402735546,80,33,18,67,135,4451
1540,4776,0.4553195034468821,83,31,24,58,165,4408
1541,4765,0.4531379431409354,88,29,21,66,141,4431
1542,4773,0.45472435878406653,76,22,22,72,146,4427
1543,4757,0.4515524787958074,76,41,15,67,145,4429
1544,4756,0.4513543642147505,69,22,30,71,138,4427
1545,4756,0.4513543642147505,76,36,18,78,138,4410
1546,4747,0.44957203423769154,85,31,22,80,143,4395
1547,4727,0.44561599822603803,72,28,18,80,155,4394
1548,4713,0.4428508367333329,83,23,17,74,156,4374
1549,4704,0.44107509047133103,86,22,18,65,154,4368
1550,4677,0.43575706423282684,73,25,17,68,147,4374
1551,4668,0.43398760585285906,81,18,22,60,148,4348
1552,4642,0.42888543421095415,82,30,10,66,142,4338
1553,4635,0.4275143046111906,76,12,23,56,148,4327
1554,4609,0.42243143817594486,75,32,6,61,137,4324
1555,4615,0.4236029910972446,76,12,28,40,140,4313
1556,4594,0.4195063985511412,74,32,8,56,122,4323
1557,4594,0.4195063985511412,73,9,28,46,133,4305
1558,4581,0.4169759235910525,91,28,7,58,127,4283
1559,4582,0.4171704221013157,69,10,23,51,134,4294
1560,4566,0.41406157806042987,80,29,8,58,120,4287
1561,4572,0.41522660642357745,63,21,21,56,135,4270
1562,4565,0.4138674997437005,82,32,13,64,115,4266
1563,4582,0.4171704221013157,71,18,25,69,130,4252
1564,4593,0.41931159448181504,90,40,14,82,118,4238
1565,4605,0.4216508866117617,73,32,26,84,141,4237
1566,4622,0.42497088832408403,87,38,25,87,132,4236
1567,4628,0.426144287694423,92,40,24,93,155,4218
1568,4644,0.4292773870746821,98,22,29,97,151,4231
1569,4647,0.42986548256120544,97,40,17,93,167,4230
1570,4646,0.4296694286522078,107,23,26,87,155,4249
1571,4624,0.4253619281955026,90,29,14,96,159,4258
1572,4620,0.42457994232737345,99,21,20,76,170,4238
1573,4600,0.42067574785125056,103,29,15,71,163,4239
1574,4597,0.42009096107135524,101,15,21,69,159,4235
1575,4581,0.4169759235910525,99,28,12,69,158,4231
1576,4572,0.41522660642357745,101,9,21,66,157,4227
1577,4555,0.4119281968435018,94,21,8,61,163,4225
1578,4538,0.4086376792041202,92,21,16,63,138,4225
1579,4542,0.4094111940526961,80,27,14,65,154,4198
1580,4546,0.41018515749036166,96,28,18,73,123,4204
1581,4551,0.41115323716754393,73,25,21,65,159,4203
1582,4536,0.4082510911157862,100,29,19,67,129,4207
1583,4533,0.407671421905145,72,20,23,61,176,4184
1584,4521,0.4053553284090574,102,30,15,67,129,4190
1585,4527,0.4065128554981773,78,29,21,58,172,4163
1586,4520,0.40516250910988494,100,32,20,74,119,4182
1587,4521,0.4053553284090574,75,27,22,78,167,4151
1588,4514,0.4040062096190388,89,26,22,82,128,4174
1589,4508,0.4028509752120697,88,28,17,90,148,4143
1590,4517,0.40458422696947366,105,10,24,84,138,4147
1591,4505,0.4022737611102629,82,30,9,79,161,4156
1592,4494,0.40015963655763154,90,23,18,81,139,4154
1593,4494,0.40015963655763154,94,24,15,79,154,4128
1594,4486,0.3986244185971437,91,29,18,71,150,4135
1595,4490,0.3993917804487255,95,29,22,73,150,4117
1596,4490,0.3993917804487255,94,24,24,72,155,4121
1597,4498,0.4009279834663349,100,32,19,78,159,4102
1598,4506,0.4024661358058333,102,39,22,80,162,4093
1599,4532,0.4074782558363124,98,34,31,77,166,4100
1600,4533,0.407671421905145,97,49,23,98,151,4114
1601,4561,0.41309145448694545,104,33,35,104,167,4090
1602,4570,0.4148381576398547,109,42,27,119,153,4111
1603,4585,0.41775407207197784,100,35,30,115,187,4103
1604,4577,0.4161981884723308,122,29,25,125,161,4123
1605,4580,0.4167814509159666,108,25,23,109,210,4102
1606,4571,0.4150323688294876,136,32,16,108,175,4113
1607,4569,0.4146439729114299,97,24,25,90,207,4128
1608,4567,0.4142556830650474,125,37,18,80,176,4133
1609,4585,0.41775407207197784,103,38,28,86,187,4125
1610,4577,0.4161981884723308,117,41,22,101,168,4136
1611,4592,0.4191168155603518,114,26,29,104,192,4112
1612,4582,0.4171704221013157,116,42,21,105,179,4129
1613,4599,0.4204807941028794,124,34,33,104,194,4093
1614,4615,0.4236029910972446,122,41,24,112,187,4113
1615,4628,0.426144287694423,129,45,29,102,201,4109
1616,4642,0.42888543421095415,117,39,33,114,188,4137
1617,4655,0.4314347009222951,122,43,33,121,188,4135
1618,4663,0.433005297085542,114,39,29,126,197,4150
1619,4656,0.43163095071637897,107,43,25,127,199,4162
1620,4656,0.43163095071637897,129,39,29,122,194,4143
1621,4657,0.43182722197949497,113,31,29,121,204,4158
1622,4639,0.42829767228484356,103,48,22,101,217,4166
1623,4643,0.4290813995241193,137,28,34,95,198,4147
1624,4637,0.4279059432671039,110,39,23,86,227,4158
1625,4617,0.4239937003675737,128,40,25,90,189,4165
1626,4624,0.4253619281955026,115,34,28,85,220,4135
1627,4619,0.42438450467781125,133,39,25,96,181,4150
1628,4623,0.42516639655462485,104,32,27,95,213,4148
1629,4597,0.42009096107135524,127,30,20,89,188,4169
1630,4588,0.4183379525016199,103,24,23,72,222,4153
1631,4575,0.4158094770645927,134,36,15,78,170,4155
1632,4578,0.4163925832995818,101,25,27,70,207,4145
1633,4573,0.41542087036534076,127,35,17,78,167,4154
1634,4584,0.41755949639892914,87,37,28,81,183,4157
1635,4591,0.41892206184419933,114,36,29,78,161,4166
1636,4598,0.42028586515703686,94,36,23,87,185,4166
1637,4591,0.41892206184419933,103,43,23,92,163,4174
1638,4587,0.41814330018056844,83,31,33,88,181,4175
1639,4582,0.4171704221013157,107,41,23,81,176,4159
1640,4577,0.4161981884723308,95,22,29,72,182,4182
1641,4543,0.40960464299641547,94,31,12,83,167,4190
1642,4541,0.40921777314583746,82,20,22,63,194,4162
1643,4525,0.4061268970658573,99,35,13,59,155,4180
1644,4520,0.40516250910988494,72,35,22,59,174,4163
1645,4521,0.4053553284090574,110,25,26,65,136,4158
1646,4529,0.40689892941063177,88,29,22,73,176,4133
1647,4520,0.40516250910988494,101,37,19,76,152,4144
1648,4515,0.40419885255655175,83,29,20,82,173,4133
1649,4521,0.4053553284090574,98,38,25,79,152,4123
1650,4522,0.4055481769093501,95,32,25,77,175,4117
1651,4534,0.4078646165116817,100,42,24,76,167,4113
1652,4545,0.40999162477112,94,39,30,80,167,4124
1653,4576,0.41600381970835304,96,46,27,85,172,4119
1654,4589,0.4185326302574631,95,56,33,89,164,4139
1655,4632,0.4269270170834425,104,47,38,96,179,4125
1656,4634,0.4273185193157678,96,56,33,102,174,4171
1657,4661,0.4326125205360013,106,45,38,108,188,4149
1658,4660,0.4324161639899626,97,53,30,114,193,4174
1659,4693,0.43890678369186464,113,37,44,99,194,4173
1660,4696,0.4394979123670184,105,59,20,119,192,4198
1661,4712,0.442653458589346,94,43,41,107,198,4213
1662,4707,0.4416668407245722,116,57,26,122,186,4205
1663,4717,0.4436405291903456,101,43,42,112,215,4194
1664,4703,0.44087787749442486,135,36,28,120,191,4207
1665,4702,0.44068068317207504,107,31,26,102,243,4194
1666,4685,0.43733129232018797,123,33,22,95,191,4238
1667,4676,0.43556037607581344,96,37,24,91,209,4228
1668,4659,0.4322198286756206,121,33,24,100,167,4231
1669,4658,0.432023514652349,91,31,21,86,216,4214
1670,4628,0.426144287694423,103,32,21,79,168,4255
1671,4636,0.4277101126145421,101,26,20,73,198,4210
1672,4608,0.4222362638032972,95,44,13,79,166,4239
1673,4620,0.42457994232737345,88,29,28,74,183,4206
1674,4602,0.42106572952489546,100,37,20,88,150,4225
1675,4604,0.42145580971630214,72,40,27,75,201,4187
1676,4593,0.41931159448181504,115,23,27,95,130,4214
1677,4592,0.4191168155603518,85,28,15,88,209,4168
1678,4571,0.4150323688294876,115,30,14,74,161,4198
1679,4556,0.41212200517439573,88,32,17,76,188,4170
1680,4541,0.40921777314583746,93,27,23,64,171,4178
1681,4536,0.4082510911157862,98,25,20,78,159,4161
1682,4521,0.4053553284090574,89,22,18,72,163,4172
1683,4503,0.40188910200681144,88,29,15,67,165,4157
1684,4500,0.401312339887548,100,19,19,64,159,4142
1685,4491,0.3995836982742254,94,23,14,62,160,4147
1686,4465,0.3946040140896794,82,27,12,54,163,4153
1687,4464,0.39441291686365243,81,18,21,45,153,4147
1688,4444,0.39059782156256445,89,23,15,54,134,4149
1689,4447,0.39116924611654663,81,13,16,51,155,4128
1690,4429,0.38774522679436385,96,28,8,50,132,4133
1691,4417,0.38546866848928407,75,17,15,53,149,4120
1692,4394,0.3811193175547443,82,19,12,50,132,4122
1693,4374,0.3773526842547792,67,19,15,47,143,4103
1694,4361,0.3749122596771653,80,19,12,45,127,4091
1695,4357,0.3741626305958468,72,19,16,49,126,4079
1696,4361,0.3749122596771653,75,25,15,50,123,4069
1697,4351,0.3730393194632746,66,26,18,58,116,4077
1698,4355,0.37378804216497713,72,23,23,58,127,4048
1699,4347,0.37229120488738726,64,31,20,66,128,4046
1700,4359,0.3745373698961733,89,22,24,71,124,4017
1701,4354,0.3736008046468946,73,28,18,74,136,4030
1702,4353,0.373413604991656,79,25,21,66,140,4023
1703,4351,0.3730393194632746,86,28,17,69,142,4011
1704,4342,0.3713569215432952,74,28,18,65,150,4016
1705,4350,0.3728522336868044,87,24,21,58,145,4007
1706,4363,0.37528729954933454,84,33,18,62,147,4006
1707,4360,0.3747247960009128,93,31,18,67,136,4018
1708,4368,0.37622555331635904,86,26,19,70,154,4005
1709,4369,0.3764133158075823,105,26,16,73,139,4009
1710,4371,0.3767889521356682,81,32,16,65,171,4004
1711,4381,0.37866934789262785,104,19,24,57,135,4032
1712,4389,0.3801762977061111,98,37,9,76,152,4009
1713,4380,0.378481143072389,85,26,22,64,152,4040
1714,4400,0.382252125230751,89,26,19,63,159,4024
1715,4399,0.3820632346836037,91,41,14,78,134,4042
1716,4416,0.38527917980202153,64,38,25,76,160,4036
1717,4437,0.38926566667677026,98,34,33,83,117,4051
1718,4463,0.3942218519187349,77,51,28,94,162,4025
1719,4479,0.39728273502916495,87,40,35,111,129,4061
1720,4507,0.4026585405246205,96,43,24,116,177,4023
1721,4526,0.4063198618193624,111,43,28,111,165,4049
1722,4539,0.4088310156658143,110,39,32,103,197,4045
1723,4539,0.4088310156658143,116,31,28,103,180,4081
1724,4543,0.40960464299641547,125,27,20,111,192,4064
1725,4517,0.40458422696947366,103,34,14,98,200,4094
1726,4517,0.40458422696947366,124,19,26,79,189,4080
1727,4490,0.3993917804487255,97,32,13,74,197,4104
1728,4491,0.3995836982742254,130,15,23,67,175,4080
1729,4456,0.39288530561799656,105,27,11,63,196,4089
1730,4441,0.39002669700210724,107,10,24,50,177,4088
1731,4408,0.38376452659664195,98,28,6,57,171,4081
1732,4382,0.3788575892524333,77,21,17,53,164,4076
1733,4355,0.37378804216497713,88,18,13,62,137,4064
1734,4351,0.3730393194632746,88,19,15,52,161,4020
1735,4335,0.37005054070882926,94,21,14,54,137,4031
1736,4331,0.3693048893737835,82,19,15,52,153,4014
1737,4320,0.36725757190544506,88,24,13,44,141,4021
1738,4316,0.3665142740417407,76,23,15,49,135,4022
1739,4318,0.36688584381883543,85,24,18,48,130,4011
1740,4327,0.3685598614765646,78,29,17,52,141,4001
1741,4331,0.3693048893737835,82,22,21,61,119,4022
1742,4334,0.3698640695938069,71,35,16,63,144,4002
1743,4347,0.37229120488738726,80,25,25,68,119,4017
1744,4360,0.3747247960009128,73,46,16,69,145,3998
1745,4381,0.37866934789262785,83,33,32,70,129,4013
1746,4399,0.3820632346836037,79,42,25,89,133,4013
1747,4430,0.38793516293393865,88,33,29,90,144,4015
1748,4430,0.38793516293393865,99,32,17,90,156,4036
1749,4435,0.3888853534879901,85,20,21,80,170,4054
1750,4426,0.38717562324735216,95,33,13,79,148,4067
1751,4417,0.38546866848928407,83,29,16,79,163,4056
1752,4423,0.3866063280894803,97,26,21,54,167,4052
1753,4415,0.3850897258928416,96,35,20,58,152,4062
1754,4430,0.38793516293393865,84,26,26,70,150,4059
1755,4428,0.3875553247657053,79,44,16,80,143,4068
1756,4448,0.39135978738939203,92,24,31,76,144,4061
1757,4443,0.3904074133068993,78,40,15,84,151,4080
1758,4448,0.39135978738939203,77,25,28,74,150,4089
1759,4446,0.3909787380196116,79,45,16,84,145,4079
1760,4458,0.3932670132625578,86,33,29,78,156,4064
1761,4471,0.3957512723792923,88,41,22,90,146,4071
1762,4474,0.39632533301865697,81,44,28,87,161,4070
1763,4489,0.3991998935143548,101,25,29,91,153,4075
1764,4482,0.3978575544509054,100,35,18,92,168,4076
1765,4476,0.39670819894805737,100,28,27,88,165,4074
1766,4474,0.39632533301865697,109,26,18,88,173,4062
1767,4479,0.39728273502916495,105,25,21,85,165,4073
1768,4467,0.3949863051730832,96,40,13,90,170,4070
1769,4477,0.39689967940360227,103,20,27,85,159,4073
1770,4472,0.39594259408735577,101,34,11,100,165,4066
1771,4466,0.39479514354383066,87,27,22,86,172,4078
1772,4463,0.3942218519187349,92,27,20,85,157,4085
1773,4451,0.391931609739971,87,36,16,82,159,4083
1774,4465,0.3946040140896794,100,24,28,71,163,4065
1775,4467,0.3949863051730832,98,43,19,78,160,4067
1776,4481,0.3976659165839606,91,32,32,83,155,4074
1777,4474,0.39632533301865697,92,35,23,87,161,4083
1778,4478,0.39709119144846516,108,7,26,83,167,4083
1779,4450,0.3917409692534856,96,37,5,72,181,4087
1780,4453,0.3923129895596176,97,12,31,56,162,4092
1781,4440,0.3898363890571894,93,37,11,69,155,4088
1782,4434,0.3886952475687063,75,28,24,66,160,4087
1783,4412,0.3845215733439399,87,36,19,78,140,4074
1784,4413,0.3847109226128275,76,22,28,71,165,4050
1785,4413,0.3847109226128275,103,31,18,72,145,4044
1786,4427,0.38736545689952673,85,29,24,72,161,4042
1787,4421,0.3862269699970282,98,40,19,74,148,4048
1788,4431,0.38812513313282504,84,24,31,69,163,4050
1789,4436,0.3890754932079599,99,38,19,73,147,4055
1790,4439,0.3896461146533305,77,37,22,74,167,4059
1791,4445,0.3907882631508698,92,23,28,81,135,4080
1792,4444,0.39059782156256445,83,35,13,84,169,4061
1793,4432,0.3883151373393785,102,22,15,80,154,4071
