step,node,sig,state_0,state_1,state_2,state_3,state_d,tate_D,DEAD,true_count
1,2,0.01801449209780638,1,0,0,0,0,0,0,2.0,4.0E-4,1.25E-5
2,2,0.01801449209780638,0,1,0,1,0,0,0,2.0,4.0E-4,1.25E-5
3,5,0.0180569971742114,0,0,1,1,0,0,0,5.0,0.001,3.125E-5
4,5,0.0180569971742114,0,3,0,2,0,0,0,5.0,0.001,3.125E-5
5,10,0.018128057836328457,0,0,3,2,0,0,0,10.0,0.002,6.25E-5
6,14,0.018185103932508558,3,2,0,3,2,0,0,14.0,0.0028,8.75E-5
7,17,0.01822800409399084,1,4,1,4,3,0,0,17.0,0.0034,1.0625E-4
8,24,0.018328491103797827,0,3,3,5,2,0,0,24.0,0.0048,1.5E-4
9,29,0.018400600169252507,3,5,0,7,4,0,0,29.0,0.0058,1.8125E-4
10,32,0.01844399915403945,2,5,1,10,4,0,0,32.0,0.0064,2.0E-4
11,45,0.018633224832916805,4,1,4,7,7,0,0,45.0,0.009,2.8125E-4
12,51,0.01872120087123696,5,11,1,11,4,1,1,52.0,0.0102,3.25E-4
13,66,0.01894292736777939,2,7,10,13,6,0,0,67.0,0.0132,4.1875E-4
14,82,0.01918227427453337,11,5,5,18,9,1,1,83.0,0.0164,5.1875E-4
15,92,0.01933336917858534,6,12,4,21,15,0,0,93.0,0.0184,5.8125E-4
16,100,0.019455084568193035,7,7,5,23,15,4,4,105.0,0.02,6.5625E-4
17,116,0.019700772713794935,9,8,6,22,18,1,1,122.0,0.0232,7.625E-4
18,124,0.01982475437421391,3,14,7,17,22,6,6,136.0,0.0248,8.5E-4
19,139,0.020059283744100317,10,7,9,20,17,7,7,158.0,0.0278,9.875E-4
20,145,0.02015385458946373,9,16,4,27,22,3,3,167.0,0.029,0.00104375
21,156,0.02032836993506434,7,5,10,25,24,11,11,189.0,0.0312,0.00118125
22,169,0.020536523776059617,15,15,4,25,27,2,2,204.0,0.0338,0.001275
23,179,0.02069806072279636,6,12,9,32,20,11,11,225.0,0.0358,0.00140625
24,207,0.021157009152448544,7,18,10,26,31,2,2,253.0,0.0414,0.00158125
25,229,0.0215245827065959,10,25,12,28,23,6,6,281.0,0.0458,0.00175625
26,256,0.021984238955344744,9,24,16,34,31,3,3,308.0,0.0512,0.001925
